,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,added_at,song_title,artists,genres,principal_genre
9,0.51,0.829,11,-4.795,0,0.129,0.12,0.521,0.29,0.427,138.025,audio_features,5zx1mmLOanYVOzrtjUb2aM,spotify:track:5zx1mmLOanYVOzrtjUb2aM,https://api.spotify.com/v1/tracks/5zx1mmLOanYVOzrtjUb2aM,https://api.spotify.com/v1/audio-analysis/5zx1mmLOanYVOzrtjUb2aM,460870,4,2018-12-06T21:11:41Z,Leonidas,Belik Boom,[],other
10,0.421,0.693,5,-11.425,0,0.0337,0.0933,1.61e-05,0.0903,0.858,99.973,audio_features,6aP8aMehThSiaLJozzGeUh,spotify:track:6aP8aMehThSiaLJozzGeUh,https://api.spotify.com/v1/tracks/6aP8aMehThSiaLJozzGeUh,https://api.spotify.com/v1/audio-analysis/6aP8aMehThSiaLJozzGeUh,470640,4,2018-12-05T01:16:30Z,Harlem River Drive,Bobbi Humphrey,"['funk', 'jazz flute', 'jazz funk', 'soul jazz']",jazz
11,0.446,0.731,0,-9.752,1,0.0439,0.081,0.426,0.177,0.283,123.188,audio_features,5H9ndwyE50LFwZFuZnVe2o,spotify:track:5H9ndwyE50LFwZFuZnVe2o,https://api.spotify.com/v1/tracks/5H9ndwyE50LFwZFuZnVe2o,https://api.spotify.com/v1/audio-analysis/5H9ndwyE50LFwZFuZnVe2o,396040,4,2018-12-04T23:56:51Z,Oblighetto,Jack McDuff,"['hammond organ', 'jazz funk', 'jazz organ', 'soul jazz']",jazz
12,0.516,0.884,5,-4.953,0,0.0379,0.000202,0.597,0.367,0.338,173.014,audio_features,1ywMblwTVaMexGnwsA1J7k,spotify:track:1ywMblwTVaMexGnwsA1J7k,https://api.spotify.com/v1/tracks/1ywMblwTVaMexGnwsA1J7k,https://api.spotify.com/v1/audio-analysis/1ywMblwTVaMexGnwsA1J7k,341027,4,2018-11-15T20:06:33Z,Kiss Kiss Bang Bang,High Contrast,"['drum and bass', 'liquid funk', 'uk dnb']",drum and bass
13,0.746,0.854,9,-3.155,0,0.102,0.0257,5.38e-05,0.521,0.333,95.007,audio_features,04IhGLNTSz2GyYM3LOLGeR,spotify:track:04IhGLNTSz2GyYM3LOLGeR,https://api.spotify.com/v1/tracks/04IhGLNTSz2GyYM3LOLGeR,https://api.spotify.com/v1/audio-analysis/04IhGLNTSz2GyYM3LOLGeR,353684,4,2018-11-11T00:39:47Z,Be Careful,"NeuroKontrol,Paranoiak",['tekno'],other
14,0.604,0.941,2,-6.44,0,0.0386,0.211,0.808,0.14,0.529,159.933,audio_features,5HICyxOqbdKjYENqj6zkz2,spotify:track:5HICyxOqbdKjYENqj6zkz2,https://api.spotify.com/v1/tracks/5HICyxOqbdKjYENqj6zkz2,https://api.spotify.com/v1/audio-analysis/5HICyxOqbdKjYENqj6zkz2,230360,4,2018-11-10T21:24:51Z,Elements,La P'tite Fumée,[],other
15,0.716,0.742,9,-7.26,0,0.0594,0.0284,0.816,0.076,0.503,127.997,audio_features,35XLaTjAF8ZQwxTGalmLyo,spotify:track:35XLaTjAF8ZQwxTGalmLyo,https://api.spotify.com/v1/tracks/35XLaTjAF8ZQwxTGalmLyo,https://api.spotify.com/v1/audio-analysis/35XLaTjAF8ZQwxTGalmLyo,455962,4,2018-11-03T20:27:32Z,In Bass We Trust - Original Mix,"Android,Shainsky",[],other
16,0.794,0.517,10,-10.85,0,0.0739,0.0151,0.86,0.085,0.18,126.997,audio_features,24RAFeIRWLrBimYKlp3IiB,spotify:track:24RAFeIRWLrBimYKlp3IiB,https://api.spotify.com/v1/tracks/24RAFeIRWLrBimYKlp3IiB,https://api.spotify.com/v1/audio-analysis/24RAFeIRWLrBimYKlp3IiB,459213,4,2018-11-03T20:27:23Z,Future Tribe,"Android,Shainsky",[],other
17,0.698,0.994,2,-7.302,0,0.0814,0.000189,0.883,0.109,0.509,171.991,audio_features,7K78XFHaPr9nThuJMnU0oc,spotify:track:7K78XFHaPr9nThuJMnU0oc,https://api.spotify.com/v1/tracks/7K78XFHaPr9nThuJMnU0oc,https://api.spotify.com/v1/audio-analysis/7K78XFHaPr9nThuJMnU0oc,413292,4,2018-11-02T19:25:40Z,Strangeways,Optiv,"['darkstep', 'neurofunk']",drum and bass
18,0.59,0.976,6,-1.94,1,0.0545,0.00763,0.781,0.252,0.441,150.006,audio_features,6sCY6zKfySlEPSlsO4aZkN,spotify:track:6sCY6zKfySlEPSlsO4aZkN,https://api.spotify.com/v1/tracks/6sCY6zKfySlEPSlsO4aZkN,https://api.spotify.com/v1/audio-analysis/6sCY6zKfySlEPSlsO4aZkN,297567,4,2018-11-01T20:18:23Z,De L'eau - Original Mix,Jacidorex,['belgian techno'],techno
19,0.649,0.976,1,-4.816,1,0.056,0.00363,0.107,0.164,0.663,127.003,audio_features,02zk3uVn5KqtrCFbAHk4Fv,spotify:track:02zk3uVn5KqtrCFbAHk4Fv,https://api.spotify.com/v1/tracks/02zk3uVn5KqtrCFbAHk4Fv,https://api.spotify.com/v1/audio-analysis/02zk3uVn5KqtrCFbAHk4Fv,338278,4,2018-11-01T19:11:00Z,NeoAcid 3,Jacidorex,['belgian techno'],techno
0,0.798,0.565,9,-10.694,0,0.0793,0.0312,0.79,0.1,0.0873,125.006,audio_features,7qG13g2xvdLxV15Mknf6h0,spotify:track:7qG13g2xvdLxV15Mknf6h0,https://api.spotify.com/v1/tracks/7qG13g2xvdLxV15Mknf6h0,https://api.spotify.com/v1/audio-analysis/7qG13g2xvdLxV15Mknf6h0,548586,4,2018-10-30T23:22:26Z,Tristesse,Kollektiv Turmstrasse,"['deep euro house', 'deep melodic euro house', 'electronica', 'german techno', 'hamburg electronic', 'microhouse', 'minimal techno', 'organic electronic', 'tech house']",house
1,0.776,0.553,6,-9.275,1,0.066,0.0347,0.824,0.0861,0.54,130.042,audio_features,4ut6taKsbQQVAKiOksZoM3,spotify:track:4ut6taKsbQQVAKiOksZoM3,https://api.spotify.com/v1/tracks/4ut6taKsbQQVAKiOksZoM3,https://api.spotify.com/v1/audio-analysis/4ut6taKsbQQVAKiOksZoM3,446868,4,2018-10-25T00:58:26Z,Njn - Mngrm Remix,"Trilingo,Mngrm",['psytech'],other
2,0.801,0.708,6,-10.781,1,0.0893,0.144,0.896,0.0718,0.431,127.995,audio_features,0EEDJICw7g8ZvEdGv1S3l2,spotify:track:0EEDJICw7g8ZvEdGv1S3l2,https://api.spotify.com/v1/tracks/0EEDJICw7g8ZvEdGv1S3l2,https://api.spotify.com/v1/audio-analysis/0EEDJICw7g8ZvEdGv1S3l2,362702,4,2018-10-21T20:36:20Z,Sliders,Alic,['psytech'],other
3,0.842,0.693,11,-9.017,1,0.0925,0.112,0.848,0.0855,0.778,129.988,audio_features,5dJWHedkHHqLNq1eewijs6,spotify:track:5dJWHedkHHqLNq1eewijs6,https://api.spotify.com/v1/tracks/5dJWHedkHHqLNq1eewijs6,https://api.spotify.com/v1/audio-analysis/5dJWHedkHHqLNq1eewijs6,403841,4,2018-10-21T20:36:20Z,In The Heat Of Delight,Alic,['psytech'],other
4,0.759,0.731,7,-9.055,1,0.0741,0.0542,0.44,0.115,0.379,128.02,audio_features,3OYV2TjXcGuM1m5efsEiK8,spotify:track:3OYV2TjXcGuM1m5efsEiK8,https://api.spotify.com/v1/tracks/3OYV2TjXcGuM1m5efsEiK8,https://api.spotify.com/v1/audio-analysis/3OYV2TjXcGuM1m5efsEiK8,407893,4,2018-10-21T20:36:20Z,Ma Soul,Alic,['psytech'],other
5,0.771,0.853,9,-10.477,1,0.117,0.0535,0.879,0.209,0.642,130.012,audio_features,3CtlCQxKwCy4J2q1MYGvet,spotify:track:3CtlCQxKwCy4J2q1MYGvet,https://api.spotify.com/v1/tracks/3CtlCQxKwCy4J2q1MYGvet,https://api.spotify.com/v1/audio-analysis/3CtlCQxKwCy4J2q1MYGvet,376674,4,2018-10-21T20:36:20Z,Gentle Way Of Minddestruction (Album Remake),Alic,['psytech'],other
6,0.796,0.762,2,-9.278,1,0.0571,0.0071,0.917,0.0489,0.331,130.001,audio_features,2mPgg7JzJt38vrtpBi4B3P,spotify:track:2mPgg7JzJt38vrtpBi4B3P,https://api.spotify.com/v1/tracks/2mPgg7JzJt38vrtpBi4B3P,https://api.spotify.com/v1/audio-analysis/2mPgg7JzJt38vrtpBi4B3P,445997,4,2018-10-21T20:36:20Z,Granulate Cristal,Alic,['psytech'],other
7,0.781,0.807,10,-8.632,0,0.0503,0.0191,0.862,0.0664,0.378,132.019,audio_features,48aVbUGBzBzRLEMg1QtFzR,spotify:track:48aVbUGBzBzRLEMg1QtFzR,https://api.spotify.com/v1/tracks/48aVbUGBzBzRLEMg1QtFzR,https://api.spotify.com/v1/audio-analysis/48aVbUGBzBzRLEMg1QtFzR,385753,4,2018-10-21T20:36:20Z,The Acid Flow,Alic,['psytech'],other
8,0.797,0.74,1,-8.315,1,0.0688,0.00182,0.907,0.105,0.119,126.0,audio_features,1z8GIuXzP58RjqS72dzuDr,spotify:track:1z8GIuXzP58RjqS72dzuDr,https://api.spotify.com/v1/tracks/1z8GIuXzP58RjqS72dzuDr,https://api.spotify.com/v1/audio-analysis/1z8GIuXzP58RjqS72dzuDr,384906,4,2018-10-21T20:36:20Z,Jack Of All Trades,Alic,['psytech'],other
9,0.821,0.543,7,-7.288,1,0.0682,0.0995,0.873,0.0743,0.688,127.975,audio_features,1u3YoZGaTSHh2dKqoGucEm,spotify:track:1u3YoZGaTSHh2dKqoGucEm,https://api.spotify.com/v1/tracks/1u3YoZGaTSHh2dKqoGucEm,https://api.spotify.com/v1/audio-analysis/1u3YoZGaTSHh2dKqoGucEm,394263,4,2018-10-21T20:36:20Z,What Is,Alic,['psytech'],other
10,0.386,0.973,10,-1.549,0,0.0599,0.000227,0.00321,0.431,0.572,174.04,audio_features,6RXkxGvVW4fYXi33p25eYw,spotify:track:6RXkxGvVW4fYXi33p25eYw,https://api.spotify.com/v1/tracks/6RXkxGvVW4fYXi33p25eYw,https://api.spotify.com/v1/audio-analysis/6RXkxGvVW4fYXi33p25eYw,214373,4,2018-10-19T01:46:03Z,Jungle,"The Qemists,Hacktivist","['drum and bass', 'future rock']",drum and bass
11,0.762,0.579,9,-7.8,0,0.0739,0.0195,0.0,0.134,0.585,95.993,audio_features,2hvl3EKaNrrucGUAtgT0Jo,spotify:track:2hvl3EKaNrrucGUAtgT0Jo,https://api.spotify.com/v1/tracks/2hvl3EKaNrrucGUAtgT0Jo,https://api.spotify.com/v1/audio-analysis/2hvl3EKaNrrucGUAtgT0Jo,213750,4,2018-09-24T20:09:37Z,Ever Powering Medicine,"Dub Dynasty,Ngoni","['dub reggae', 'uk dub']",reggae
12,0.835,0.735,7,-8.0,1,0.228,0.0264,3.73e-06,0.0781,0.468,97.975,audio_features,18x25RU6cmmOZoNojaWIGP,spotify:track:18x25RU6cmmOZoNojaWIGP,https://api.spotify.com/v1/tracks/18x25RU6cmmOZoNojaWIGP,https://api.spotify.com/v1/audio-analysis/18x25RU6cmmOZoNojaWIGP,358693,4,2018-09-24T19:44:49Z,Higher Man,Flox,"['electro dub', 'french dub', 'french reggae']",reggae
13,0.589,0.854,7,-12.216,1,0.0661,0.000123,0.86,0.36,0.0625,137.416,audio_features,0jO0yUoIjKji0jtmK9uU8L,spotify:track:0jO0yUoIjKji0jtmK9uU8L,https://api.spotify.com/v1/tracks/0jO0yUoIjKji0jtmK9uU8L,https://api.spotify.com/v1/audio-analysis/0jO0yUoIjKji0jtmK9uU8L,347743,3,2018-09-17T07:01:17Z,FSO3H,Danilo Incorvaia,[],other
14,0.618,0.816,6,-11.402,1,0.0533,0.00153,0.868,0.115,0.127,130.007,audio_features,0JERz7e8LXZbR9npNzeqHg,spotify:track:0JERz7e8LXZbR9npNzeqHg,https://api.spotify.com/v1/tracks/0JERz7e8LXZbR9npNzeqHg,https://api.spotify.com/v1/audio-analysis/0JERz7e8LXZbR9npNzeqHg,449962,4,2018-09-17T07:00:27Z,Pleasure of Pain - NoCure Remix,"exploSpirit,NoCure","['german dark minimal techno', 'raw techno']",techno
15,0.494,0.987,7,-2.955,1,0.119,0.000435,0.916,0.106,0.466,174.019,audio_features,31Eif7I1alSR42Dp2xBWCp,spotify:track:31Eif7I1alSR42Dp2xBWCp,https://api.spotify.com/v1/tracks/31Eif7I1alSR42Dp2xBWCp,https://api.spotify.com/v1/audio-analysis/31Eif7I1alSR42Dp2xBWCp,295517,4,2018-09-08T02:36:06Z,Modulism,TR Tactics,[],other
16,0.602,0.855,10,-3.023,0,0.12,0.00186,0.209,0.175,0.203,174.946,audio_features,1wjkjfCyUowInRJte7eZFj,spotify:track:1wjkjfCyUowInRJte7eZFj,https://api.spotify.com/v1/tracks/1wjkjfCyUowInRJte7eZFj,https://api.spotify.com/v1/audio-analysis/1wjkjfCyUowInRJte7eZFj,290750,4,2018-09-08T02:35:33Z,Sink - Original Mix,"Mizo,Coppa",['neurofunk'],drum and bass
17,0.697,0.979,7,-2.417,1,0.111,0.000637,0.899,0.261,0.233,174.015,audio_features,6coM2nSk6GVLgqzaIaktk4,spotify:track:6coM2nSk6GVLgqzaIaktk4,https://api.spotify.com/v1/tracks/6coM2nSk6GVLgqzaIaktk4,https://api.spotify.com/v1/audio-analysis/6coM2nSk6GVLgqzaIaktk4,334580,4,2018-09-08T02:33:34Z,Gloom,TR Tactics,[],other
18,0.516,0.934,10,-2.081,0,0.0677,0.000135,0.223,0.408,0.29,174.997,audio_features,0OiLweCrOalrOHxC3MHedo,spotify:track:0OiLweCrOalrOHxC3MHedo,https://api.spotify.com/v1/tracks/0OiLweCrOalrOHxC3MHedo,https://api.spotify.com/v1/audio-analysis/0OiLweCrOalrOHxC3MHedo,285257,4,2018-09-08T02:32:49Z,Boycott - Original Mix,Forbidden Society,"['darkstep', 'neurofunk']",drum and bass
19,0.414,0.933,1,-3.24,1,0.159,0.000396,0.929,0.368,0.0356,174.071,audio_features,1F96TxfiQvu4EMzLI6WoUl,spotify:track:1F96TxfiQvu4EMzLI6WoUl,https://api.spotify.com/v1/tracks/1F96TxfiQvu4EMzLI6WoUl,https://api.spotify.com/v1/audio-analysis/1F96TxfiQvu4EMzLI6WoUl,272000,4,2018-09-08T02:32:37Z,Transmission,The Prototypes,"['drum and bass', 'jump up', 'liquid funk', 'neurofunk', 'uk dnb']",drum and bass
0,0.571,0.987,1,-3.269,1,0.197,0.000102,0.829,0.903,0.0784,173.969,audio_features,6WthZiJMprmfwMreZKgvhc,spotify:track:6WthZiJMprmfwMreZKgvhc,https://api.spotify.com/v1/tracks/6WthZiJMprmfwMreZKgvhc,https://api.spotify.com/v1/audio-analysis/6WthZiJMprmfwMreZKgvhc,275862,4,2018-09-08T02:30:11Z,Stone Cold,L 33,"['darkstep', 'neurofunk']",drum and bass
1,0.648,0.908,1,-1.115,1,0.0704,0.00806,0.455,0.146,0.104,174.002,audio_features,73mKQsnKO13ry58tlC6Wo9,spotify:track:73mKQsnKO13ry58tlC6Wo9,https://api.spotify.com/v1/tracks/73mKQsnKO13ry58tlC6Wo9,https://api.spotify.com/v1/audio-analysis/73mKQsnKO13ry58tlC6Wo9,326897,4,2018-09-08T02:28:23Z,Suspect,Pythius,"['darkstep', 'neurofunk']",drum and bass
2,0.475,0.981,7,-2.613,1,0.0471,1.58e-05,0.898,0.176,0.199,174.012,audio_features,2NESayOOUIBRU16LGYXXuP,spotify:track:2NESayOOUIBRU16LGYXXuP,https://api.spotify.com/v1/tracks/2NESayOOUIBRU16LGYXXuP,https://api.spotify.com/v1/audio-analysis/2NESayOOUIBRU16LGYXXuP,272373,4,2018-09-08T02:28:16Z,Dark Matter,TR Tactics,[],other
3,0.59,0.886,0,-4.354,1,0.0818,0.000389,0.822,0.102,0.297,174.039,audio_features,0cFe8hX1sYnjfONiBTtock,spotify:track:0cFe8hX1sYnjfONiBTtock,https://api.spotify.com/v1/tracks/0cFe8hX1sYnjfONiBTtock,https://api.spotify.com/v1/audio-analysis/0cFe8hX1sYnjfONiBTtock,243937,4,2018-09-08T02:27:41Z,KILO,"TRILO,Dub Elements","['neurofunk', 'slovak electronic']",drum and bass
4,0.55,0.993,0,0.805,1,0.0711,0.000223,0.826,0.43,0.246,174.041,audio_features,0mT8Pa7zqadW2PBrRCUYQb,spotify:track:0mT8Pa7zqadW2PBrRCUYQb,https://api.spotify.com/v1/tracks/0mT8Pa7zqadW2PBrRCUYQb,https://api.spotify.com/v1/audio-analysis/0mT8Pa7zqadW2PBrRCUYQb,276109,4,2018-09-08T02:20:18Z,No Advance,"Black Sun Empire,Prolix","['darkstep', 'drill and bass', 'drum and bass', 'neurofunk']",drum and bass
5,0.775,0.762,9,-7.748,1,0.19,0.637,0.511,0.233,0.284,107.509,audio_features,4YPZXFVKqhx9enVKqzO1n8,spotify:track:4YPZXFVKqhx9enVKqzO1n8,https://api.spotify.com/v1/tracks/4YPZXFVKqhx9enVKqzO1n8,https://api.spotify.com/v1/audio-analysis/4YPZXFVKqhx9enVKqzO1n8,283133,4,2018-06-02T11:20:15Z,Indi Groove,Chinese Man,"['electro swing', 'electronica', 'nu jazz', 'rap marseille', 'turntablism']",jazz
6,0.797,0.811,2,-6.303,0,0.0892,0.465,9.3e-06,0.278,0.72,102.5,audio_features,53qxHQzs0HkYPK9rS0RrDi,spotify:track:53qxHQzs0HkYPK9rS0RrDi,https://api.spotify.com/v1/tracks/53qxHQzs0HkYPK9rS0RrDi,https://api.spotify.com/v1/audio-analysis/53qxHQzs0HkYPK9rS0RrDi,219533,4,2018-06-02T11:14:51Z,Positively Inclined,"Wax Tailor,Marina Quaisse,ASM","['electro swing', 'electronica', 'ninja', 'nu jazz', 'trip hop', 'turntablism']",jazz
7,0.536,0.977,6,-7.827,0,0.0648,3.23e-05,0.899,0.689,0.419,135.006,audio_features,1HeCBrZd0A2ub1E8aeZJie,spotify:track:1HeCBrZd0A2ub1E8aeZJie,https://api.spotify.com/v1/tracks/1HeCBrZd0A2ub1E8aeZJie,https://api.spotify.com/v1/audio-analysis/1HeCBrZd0A2ub1E8aeZJie,287427,4,2018-03-22T10:27:13Z,Supermoves,Overseer,"['big beat', 'breakbeat']",other
8,0.622,0.897,10,-7.076,0,0.0425,0.000304,0.929,0.139,0.222,119.982,audio_features,0HGJF9q0OT9vPr1PjORmLl,spotify:track:0HGJF9q0OT9vPr1PjORmLl,https://api.spotify.com/v1/tracks/0HGJF9q0OT9vPr1PjORmLl,https://api.spotify.com/v1/audio-analysis/0HGJF9q0OT9vPr1PjORmLl,315600,4,2018-03-09T22:04:06Z,Acetone,The Crystal Method,"['big beat', 'breakbeat']",other
9,0.614,0.92,0,-5.187,1,0.0532,0.0114,1.83e-05,0.0987,0.158,86.542,audio_features,1v2Ad22YIDj43KALniUMA7,spotify:track:1v2Ad22YIDj43KALniUMA7,https://api.spotify.com/v1/tracks/1v2Ad22YIDj43KALniUMA7,https://api.spotify.com/v1/audio-analysis/1v2Ad22YIDj43KALniUMA7,205320,4,2018-02-26T23:54:19Z,Rio (feat. Macklemore & Digital Farm Animals) - Remix,"Netsky,Macklemore,Digital Farm Animals","['belgian edm', 'drum and bass', 'liquid funk']",drum and bass
10,0.705,0.564,7,-11.235,1,0.0436,0.0278,0.899,0.107,0.195,131.024,audio_features,779wXJe2DeJioiMouHl2rI,spotify:track:779wXJe2DeJioiMouHl2rI,https://api.spotify.com/v1/tracks/779wXJe2DeJioiMouHl2rI,https://api.spotify.com/v1/audio-analysis/779wXJe2DeJioiMouHl2rI,370076,4,2018-02-09T16:33:01Z,Acid Train,Anetha,"['french techno', 'minimal dub']",techno
11,0.805,0.622,9,-10.458,1,0.0585,0.000122,0.589,0.0821,0.303,124.989,audio_features,3CXFFK8qfTGrhY9pfKwJ5v,spotify:track:3CXFFK8qfTGrhY9pfKwJ5v,https://api.spotify.com/v1/tracks/3CXFFK8qfTGrhY9pfKwJ5v,https://api.spotify.com/v1/audio-analysis/3CXFFK8qfTGrhY9pfKwJ5v,415887,4,2018-02-09T16:31:27Z,The Name Rolls In,"John Tejada,Justin Maxwell","['dub techno', 'electronica', 'float house', 'microhouse', 'minimal tech house', 'minimal techno', 'tech house', 'techno']",techno
12,0.805,0.71,7,-9.825,1,0.059,0.00471,0.871,0.0776,0.133,125.003,audio_features,6FO1lnk7ogMMw66EcGYAO9,spotify:track:6FO1lnk7ogMMw66EcGYAO9,https://api.spotify.com/v1/tracks/6FO1lnk7ogMMw66EcGYAO9,https://api.spotify.com/v1/audio-analysis/6FO1lnk7ogMMw66EcGYAO9,269059,4,2018-02-09T16:30:36Z,Blendwerk I - Original Mix,Extrawelt,"['electronica', 'german techno', 'hamburg electronic', 'microhouse', 'minimal techno', 'tech house']",techno
13,0.755,0.696,1,-6.326,1,0.194,0.123,0.0,0.106,0.432,93.683,audio_features,0BEEASlZ9ZCLYA4NBtPor8,spotify:track:0BEEASlZ9ZCLYA4NBtPor8,https://api.spotify.com/v1/tracks/0BEEASlZ9ZCLYA4NBtPor8,https://api.spotify.com/v1/audio-analysis/0BEEASlZ9ZCLYA4NBtPor8,317333,4,2018-02-08T21:03:55Z,Road To Zion,"Damian Marley,Nas","['modern reggae', 'reggae', 'reggae fusion']",other
14,0.491,0.953,1,-11.178,1,0.0664,0.000127,0.912,0.122,0.428,110.98,audio_features,12XCZouWydyUODOnPz8cvX,spotify:track:12XCZouWydyUODOnPz8cvX,https://api.spotify.com/v1/tracks/12XCZouWydyUODOnPz8cvX,https://api.spotify.com/v1/audio-analysis/12XCZouWydyUODOnPz8cvX,386000,5,2018-01-24T11:50:33Z,Peep Show,Cause4Concern,[],other
15,0.56,0.957,7,-2.589,1,0.0499,0.00339,0.0244,0.491,0.558,174.036,audio_features,18iFN3VoOZzULEZGSBqHZL,spotify:track:18iFN3VoOZzULEZGSBqHZL,https://api.spotify.com/v1/tracks/18iFN3VoOZzULEZGSBqHZL,https://api.spotify.com/v1/audio-analysis/18iFN3VoOZzULEZGSBqHZL,218276,4,2018-01-17T21:34:49Z,Gecko (Overdrive) - Matrix & Futurebound Remix,"Oliver Heldens,Becky Hill,Matrix & Futurebound","['big room', 'dance pop', 'edm', 'electro house', 'future house', 'house', 'progressive electro house', 'progressive house', 'tropical house']",pop
16,0.652,0.624,7,-9.288,1,0.0603,0.0608,0.905,0.0775,0.306,165.014,audio_features,1B1jPNDtRY7Bftxi9PP3Df,spotify:track:1B1jPNDtRY7Bftxi9PP3Df,https://api.spotify.com/v1/tracks/1B1jPNDtRY7Bftxi9PP3Df,https://api.spotify.com/v1/audio-analysis/1B1jPNDtRY7Bftxi9PP3Df,294363,4,2018-01-17T21:34:31Z,Unfolding,"Etherwood,Laurelle Robichaud","['chillstep', 'deep liquid', 'drum and bass', 'liquid funk']",drum and bass
17,0.895,0.591,2,-9.611,1,0.0611,0.0238,0.864,0.12,0.125,119.972,audio_features,79BpfjCZi5r16P0vZNyKwz,spotify:track:79BpfjCZi5r16P0vZNyKwz,https://api.spotify.com/v1/tracks/79BpfjCZi5r16P0vZNyKwz,https://api.spotify.com/v1/audio-analysis/79BpfjCZi5r16P0vZNyKwz,194015,4,2018-01-12T14:57:54Z,Rocky,Ten Walls,['lithuanian electronic'],other
18,0.669,0.885,7,-7.08,0,0.0378,0.0181,0.88,0.265,0.636,116.955,audio_features,2y1cW84gbL4ghBD2HwcQ3x,spotify:track:2y1cW84gbL4ghBD2HwcQ3x,https://api.spotify.com/v1/tracks/2y1cW84gbL4ghBD2HwcQ3x,https://api.spotify.com/v1/audio-analysis/2y1cW84gbL4ghBD2HwcQ3x,259840,4,2017-12-29T13:09:27Z,We Could Forever,Bonobo,"['downtempo', 'electronica', 'jazztronica', 'ninja', 'nu jazz', 'trip hop']",jazz
19,0.719,0.461,11,-11.338,0,0.037,0.0298,0.801,0.0634,0.104,110.991,audio_features,6OGRM4MAOlyOdhHuX0OJ6P,spotify:track:6OGRM4MAOlyOdhHuX0OJ6P,https://api.spotify.com/v1/tracks/6OGRM4MAOlyOdhHuX0OJ6P,https://api.spotify.com/v1/audio-analysis/6OGRM4MAOlyOdhHuX0OJ6P,367307,4,2017-12-29T10:40:45Z,A New Error,Moderat,"['alternative dance', 'electronica', 'indietronica', 'microhouse', 'minimal techno', 'new rave']",dance
0,0.897,0.537,6,-8.686,1,0.234,0.133,0.874,0.117,0.606,127.993,audio_features,4EbHvjV88bNH4hGB4eRTRr,spotify:track:4EbHvjV88bNH4hGB4eRTRr,https://api.spotify.com/v1/tracks/4EbHvjV88bNH4hGB4eRTRr,https://api.spotify.com/v1/audio-analysis/4EbHvjV88bNH4hGB4eRTRr,444376,3,2017-12-28T13:58:48Z,Sonnenwind,Stephan Bodzin,"['deep melodic euro house', 'deep techno', 'electronica', 'german techno', 'microhouse', 'minimal techno', 'tech house']",house
1,0.743,0.743,2,-10.117,1,0.0367,0.0511,0.233,0.0987,0.707,121.604,audio_features,5eSllZgRWCIJsDTAqFRwQw,spotify:track:5eSllZgRWCIJsDTAqFRwQw,https://api.spotify.com/v1/tracks/5eSllZgRWCIJsDTAqFRwQw,https://api.spotify.com/v1/audio-analysis/5eSllZgRWCIJsDTAqFRwQw,358773,4,2017-12-22T11:38:24Z,Coffee and TV,Blur,"['alternative rock', 'britpop', 'dance rock', 'garage rock', 'madchester', 'modern rock', 'permanent wave', 'pop rock', 'rock']",pop
2,0.679,0.822,9,-6.117,1,0.0498,0.0091,0.871,0.0388,0.32,130.036,audio_features,5oPUBUzrAnwvlmMzl1VW7Y,spotify:track:5oPUBUzrAnwvlmMzl1VW7Y,https://api.spotify.com/v1/tracks/5oPUBUzrAnwvlmMzl1VW7Y,https://api.spotify.com/v1/audio-analysis/5oPUBUzrAnwvlmMzl1VW7Y,334800,4,2017-12-22T11:35:10Z,Breathe,The Prodigy,"['big beat', 'breakbeat', 'hardcore techno', 'rave']",techno
3,0.59,0.787,7,-5.766,1,0.0512,6.94e-06,0.845,0.0293,0.598,111.926,audio_features,7LL40F6YdZgeiQ6en1c7Lk,spotify:track:7LL40F6YdZgeiQ6en1c7Lk,https://api.spotify.com/v1/tracks/7LL40F6YdZgeiQ6en1c7Lk,https://api.spotify.com/v1/audio-analysis/7LL40F6YdZgeiQ6en1c7Lk,287720,4,2017-12-22T11:35:06Z,Robot Rock,Daft Punk,"['electro', 'filter house']",house
4,0.718,0.703,7,-7.162,0,0.0382,0.109,0.822,0.208,0.858,87.975,audio_features,5ZrrXIYTvjXPKVQMjqaumR,spotify:track:5ZrrXIYTvjXPKVQMjqaumR,https://api.spotify.com/v1/tracks/5ZrrXIYTvjXPKVQMjqaumR,https://api.spotify.com/v1/audio-analysis/5ZrrXIYTvjXPKVQMjqaumR,226533,4,2017-12-22T11:34:47Z,Loud Pipes,Ratatat,"['alternative dance', 'dance-punk', 'new rave']",dance
5,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.0071,0.0754,0.918,129.804,audio_features,1FTSo4v6BOZH9QxKc3MbVM,spotify:track:1FTSo4v6BOZH9QxKc3MbVM,https://api.spotify.com/v1/tracks/1FTSo4v6BOZH9QxKc3MbVM,https://api.spotify.com/v1/audio-analysis/1FTSo4v6BOZH9QxKc3MbVM,121160,4,2017-12-22T11:32:53Z,Song 2 - 2012 Remaster,Blur,"['alternative rock', 'britpop', 'dance rock', 'garage rock', 'madchester', 'modern rock', 'permanent wave', 'pop rock', 'rock']",pop
