,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,added_at,song_title,artists
9,0.754,0.444,1,-10.565,1,0.138,0.486,0.0,0.133,0.442,135.118,audio_features,5nTerLJmb3esYDodY5Bw3U,spotify:track:5nTerLJmb3esYDodY5Bw3U,https://api.spotify.com/v1/tracks/5nTerLJmb3esYDodY5Bw3U,https://api.spotify.com/v1/audio-analysis/5nTerLJmb3esYDodY5Bw3U,304387,4,2019-11-05T14:32:23Z,Au secours,Jok'air
10,0.739,0.122,6,-22.278,0,0.0392,0.887,0.000785,0.102,0.586,111.382,audio_features,0A6nzrnr0lUreHRTx3fRru,spotify:track:0A6nzrnr0lUreHRTx3fRru,https://api.spotify.com/v1/tracks/0A6nzrnr0lUreHRTx3fRru,https://api.spotify.com/v1/audio-analysis/0A6nzrnr0lUreHRTx3fRru,227200,4,2019-11-05T13:14:57Z,Hasta Siempre,Carlos Puebla Y Los Tradicionales
11,0.581,0.833,10,-10.889,0,0.0832,0.341,0.0653,0.951,0.745,76.012,audio_features,0OqGHZW05syPxtnlxcTeq5,spotify:track:0OqGHZW05syPxtnlxcTeq5,https://api.spotify.com/v1/tracks/0OqGHZW05syPxtnlxcTeq5,https://api.spotify.com/v1/audio-analysis/0OqGHZW05syPxtnlxcTeq5,101107,4,2019-11-05T13:14:27Z,EZLN...Para tod@s todo...,Manu Chao
12,0.574,0.758,1,-5.029,0,0.0621,0.0969,0.0,0.395,0.492,144.111,audio_features,5JEx7HbmvHQQswJCsoo9rA,spotify:track:5JEx7HbmvHQQswJCsoo9rA,https://api.spotify.com/v1/tracks/5JEx7HbmvHQQswJCsoo9rA,https://api.spotify.com/v1/audio-analysis/5JEx7HbmvHQQswJCsoo9rA,182623,4,2019-11-04T16:15:00Z,Close To Me (with Diplo) (feat. Swae Lee),"Ellie Goulding,Diplo,Swae Lee"
13,0.742,0.829,0,-5.884,1,0.325,0.0832,7.3e-06,0.246,0.543,119.965,audio_features,5BuNtTgVAMfcKNOkdTS5YQ,spotify:track:5BuNtTgVAMfcKNOkdTS5YQ,https://api.spotify.com/v1/tracks/5BuNtTgVAMfcKNOkdTS5YQ,https://api.spotify.com/v1/audio-analysis/5BuNtTgVAMfcKNOkdTS5YQ,234448,4,2019-11-04T12:45:17Z,Scarla,Jok'air
14,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,audio_features,7LzouaWGFCy4tkXDOOnEyM,spotify:track:7LzouaWGFCy4tkXDOOnEyM,https://api.spotify.com/v1/tracks/7LzouaWGFCy4tkXDOOnEyM,https://api.spotify.com/v1/audio-analysis/7LzouaWGFCy4tkXDOOnEyM,207039,4,2019-11-04T09:34:08Z,Liar,Camila Cabello
15,0.701,0.512,0,-6.869,0,0.0969,0.235,5.07e-06,0.135,0.663,91.947,audio_features,5vnpANH92iEajvGwE2oQ6r,spotify:track:5vnpANH92iEajvGwE2oQ6r,https://api.spotify.com/v1/tracks/5vnpANH92iEajvGwE2oQ6r,https://api.spotify.com/v1/audio-analysis/5vnpANH92iEajvGwE2oQ6r,223583,4,2019-11-04T09:16:35Z,Real Friends,"Camila Cabello,Swae Lee"
16,0.702,0.708,10,-5.366,0,0.0547,0.201,0.0,0.118,0.713,147.98,audio_features,27a1mYSG5tYg7dmEjWBcmL,spotify:track:27a1mYSG5tYg7dmEjWBcmL,https://api.spotify.com/v1/tracks/27a1mYSG5tYg7dmEjWBcmL,https://api.spotify.com/v1/audio-analysis/27a1mYSG5tYg7dmEjWBcmL,198408,4,2019-11-03T01:41:47Z,CAN'T SAY,Travis Scott
17,0.564,0.723,2,-6.983,0,0.0702,0.000741,0.672,0.543,0.466,121.97,audio_features,7MUazB4rGIqFFIkjT95rCO,spotify:track:7MUazB4rGIqFFIkjT95rCO,https://api.spotify.com/v1/tracks/7MUazB4rGIqFFIkjT95rCO,https://api.spotify.com/v1/audio-analysis/7MUazB4rGIqFFIkjT95rCO,180843,4,2019-11-01T20:35:35Z,Baianá,Bakermat
18,0.832,0.439,4,-9.594,0,0.0996,0.606,5.45e-06,0.11,0.53,145.004,audio_features,1zQ6uJovEnJTvExEfAL6vT,spotify:track:1zQ6uJovEnJTvExEfAL6vT,https://api.spotify.com/v1/tracks/1zQ6uJovEnJTvExEfAL6vT,https://api.spotify.com/v1/audio-analysis/1zQ6uJovEnJTvExEfAL6vT,225103,4,2019-10-30T09:57:20Z,Ridin (feat. Landon Cube & YBN Nahmir),"Yung Bans,Landon Cube,YBN Nahmir"
19,0.738,0.231,9,-14.742,0,0.235,0.597,6.33e-05,0.0664,0.362,60.016,audio_features,1c504qHr8DCi02YJW50gkh,spotify:track:1c504qHr8DCi02YJW50gkh,https://api.spotify.com/v1/tracks/1c504qHr8DCi02YJW50gkh,https://api.spotify.com/v1/audio-analysis/1c504qHr8DCi02YJW50gkh,196000,4,2019-10-29T10:13:31Z,Drapeau Noir,"Lord Esperanza,Majeur Mineur"
0,0.656,0.647,0,-8.029,1,0.0295,0.0106,0.193,0.188,0.0778,128.032,audio_features,5QDrCkehm2Q5MOJQrIvz9m,spotify:track:5QDrCkehm2Q5MOJQrIvz9m,https://api.spotify.com/v1/tracks/5QDrCkehm2Q5MOJQrIvz9m,https://api.spotify.com/v1/audio-analysis/5QDrCkehm2Q5MOJQrIvz9m,300143,4,2019-10-28T09:36:09Z,Sunshine - Panda Dub remix,"Flavia Coelho,Panda Dub"
1,0.821,0.784,2,-6.044,1,0.136,0.0185,1.08e-06,0.463,0.785,109.977,audio_features,4OvjVtlufinnn269F1GpwR,spotify:track:4OvjVtlufinnn269F1GpwR,https://api.spotify.com/v1/tracks/4OvjVtlufinnn269F1GpwR,https://api.spotify.com/v1/audio-analysis/4OvjVtlufinnn269F1GpwR,141654,4,2019-10-24T07:22:09Z,Michel et les michtos,Michel
2,0.722,0.331,8,-7.789,1,0.0725,0.337,0.283,0.146,0.102,143.974,audio_features,7EiZI6JVHllARrX9PUvAdX,spotify:track:7EiZI6JVHllARrX9PUvAdX,https://api.spotify.com/v1/tracks/7EiZI6JVHllARrX9PUvAdX,https://api.spotify.com/v1/audio-analysis/7EiZI6JVHllARrX9PUvAdX,313547,4,2019-10-23T14:56:05Z,Low Life (feat. The Weeknd),"Future,The Weeknd"
3,0.706,0.775,1,-6.819,1,0.335,0.152,3.32e-05,0.416,0.847,127.929,audio_features,7bUcBztfGqO7cSI2gMZeCI,spotify:track:7bUcBztfGqO7cSI2gMZeCI,https://api.spotify.com/v1/tracks/7bUcBztfGqO7cSI2gMZeCI,https://api.spotify.com/v1/audio-analysis/7bUcBztfGqO7cSI2gMZeCI,180893,4,2019-10-23T12:30:00Z,Opps (with Yugen Blakrok),"Vince Staples,Yugen Blakrok"
4,0.877,0.477,9,-7.379,0,0.0587,0.307,0.0,0.0929,0.552,127.023,audio_features,7IBSffWIu7P2MC7kMwy2FM,spotify:track:7IBSffWIu7P2MC7kMwy2FM,https://api.spotify.com/v1/tracks/7IBSffWIu7P2MC7kMwy2FM,https://api.spotify.com/v1/audio-analysis/7IBSffWIu7P2MC7kMwy2FM,226743,4,2019-10-22T11:46:55Z,Hopeless Romantic (feat. Swae Lee),"Wiz Khalifa,Swae Lee"
5,0.731,0.774,10,-5.273,0,0.0555,0.434,3.34e-06,0.114,0.219,100.005,audio_features,688QpQAwqsLdBR6lr13wK1,spotify:track:688QpQAwqsLdBR6lr13wK1,https://api.spotify.com/v1/tracks/688QpQAwqsLdBR6lr13wK1,https://api.spotify.com/v1/audio-analysis/688QpQAwqsLdBR6lr13wK1,212467,4,2019-10-22T08:45:47Z,Same Bitches (feat. G-Eazy & YG),"Post Malone,G-Eazy,YG"
6,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,audio_features,7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,182707,4,2019-10-22T08:27:33Z,XO Tour Llif3,Lil Uzi Vert
7,0.849,0.699,4,-5.193,0,0.0574,0.185,0.00118,0.0954,0.0778,100.989,audio_features,0TCnOEVeLQMXOUrpPlM7uY,spotify:track:0TCnOEVeLQMXOUrpPlM7uY,https://api.spotify.com/v1/tracks/0TCnOEVeLQMXOUrpPlM7uY,https://api.spotify.com/v1/audio-analysis/0TCnOEVeLQMXOUrpPlM7uY,256341,4,2019-10-21T21:15:29Z,Guatemala - From Swaecation,"Rae Sremmurd,Swae Lee,Slim Jxmmi"
8,0.771,0.722,9,-6.933,0,0.305,0.278,0.0,0.101,0.652,139.968,audio_features,2XKpJPr9r5jdLGxTl6ekWv,spotify:track:2XKpJPr9r5jdLGxTl6ekWv,https://api.spotify.com/v1/tracks/2XKpJPr9r5jdLGxTl6ekWv,https://api.spotify.com/v1/audio-analysis/2XKpJPr9r5jdLGxTl6ekWv,155733,4,2019-10-21T19:47:36Z,Bad Man,Kelvyn Colt
9,0.907,0.708,8,-6.866,1,0.159,0.262,4.95e-05,0.277,0.446,129.958,audio_features,5amswC01DH6tfxaGMPKUrV,spotify:track:5amswC01DH6tfxaGMPKUrV,https://api.spotify.com/v1/tracks/5amswC01DH6tfxaGMPKUrV,https://api.spotify.com/v1/audio-analysis/5amswC01DH6tfxaGMPKUrV,161400,4,2019-10-21T19:26:58Z,Blessed,Kelvyn Colt
10,0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.224,0.344,71.994,audio_features,0UtnpKaReKUg2GquaSxCyD,spotify:track:0UtnpKaReKUg2GquaSxCyD,https://api.spotify.com/v1/tracks/0UtnpKaReKUg2GquaSxCyD,https://api.spotify.com/v1/audio-analysis/0UtnpKaReKUg2GquaSxCyD,386907,4,2019-10-21T18:51:04Z,Money Trees,"Kendrick Lamar,Jay Rock"
11,0.696,0.715,0,-5.863,1,0.039,0.00959,0.00563,0.146,0.622,134.0,audio_features,4JtmQJ2WehC4i7YJ7Fh5bI,spotify:track:4JtmQJ2WehC4i7YJ7Fh5bI,https://api.spotify.com/v1/tracks/4JtmQJ2WehC4i7YJ7Fh5bI,https://api.spotify.com/v1/audio-analysis/4JtmQJ2WehC4i7YJ7Fh5bI,220973,4,2019-10-20T20:15:08Z,TNT,"Netsky,Dave 1"
