,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,added_at,song_title,artists
1,0.81,0.353,6,-9.931,0,0.31,0.588,0.0,0.102,0.0727,88.031,audio_features,0AluA5RNsa4Cx6XRhf2hWZ,spotify:track:0AluA5RNsa4Cx6XRhf2hWZ,https://api.spotify.com/v1/tracks/0AluA5RNsa4Cx6XRhf2hWZ,https://api.spotify.com/v1/audio-analysis/0AluA5RNsa4Cx6XRhf2hWZ,208293,4,2019-02-24T21:20:59Z,10 Freaky Girls (with 21 Savage),"Metro Boomin,21 Savage"
2,0.651,0.833,1,-3.356,1,0.172,0.0214,0.0,0.14,0.443,155.051,audio_features,0u695M7KyzXaPIjpEbxOkB,spotify:track:0u695M7KyzXaPIjpEbxOkB,https://api.spotify.com/v1/tracks/0u695M7KyzXaPIjpEbxOkB,https://api.spotify.com/v1/audio-analysis/0u695M7KyzXaPIjpEbxOkB,304512,4,2019-02-24T19:54:32Z,SICKO MODE - Skrillex Remix,"Travis Scott,Skrillex"
3,0.715,0.736,10,-9.549,0,0.209,0.0457,0.0,0.0853,0.628,149.93,audio_features,3ZO6UxR61HavlXuyohc14T,spotify:track:3ZO6UxR61HavlXuyohc14T,https://api.spotify.com/v1/tracks/3ZO6UxR61HavlXuyohc14T,https://api.spotify.com/v1/audio-analysis/3ZO6UxR61HavlXuyohc14T,237253,4,2019-02-24T05:38:04Z,Vacation (feat. Joey Bada$$),"Flatbush Zombies,Joey Bada$$"
4,0.705,0.611,2,-6.772,0,0.236,0.0309,0.0,0.0903,0.596,87.996,audio_features,3LDvLibID9j32PoWnT6v80,spotify:track:3LDvLibID9j32PoWnT6v80,https://api.spotify.com/v1/tracks/3LDvLibID9j32PoWnT6v80,https://api.spotify.com/v1/audio-analysis/3LDvLibID9j32PoWnT6v80,208273,4,2019-02-24T05:07:07Z,Killem With Kindness,Dizzy Wright
5,0.814,0.408,5,-6.337,0,0.0578,0.0692,0.0,0.0958,0.297,159.997,audio_features,3Cq09ewnYIL7VRpf4JAYrP,spotify:track:3Cq09ewnYIL7VRpf4JAYrP,https://api.spotify.com/v1/tracks/3Cq09ewnYIL7VRpf4JAYrP,https://api.spotify.com/v1/audio-analysis/3Cq09ewnYIL7VRpf4JAYrP,174027,4,2019-02-24T05:02:27Z,Made,Cousin Stizz
6,0.827,0.642,1,-4.29,0,0.242,0.00905,1.5e-06,0.0865,0.181,145.004,audio_features,68449VKGwYShObwI2UFdFt,spotify:track:68449VKGwYShObwI2UFdFt,https://api.spotify.com/v1/tracks/68449VKGwYShObwI2UFdFt,https://api.spotify.com/v1/audio-analysis/68449VKGwYShObwI2UFdFt,272153,4,2019-02-23T02:30:51Z,Lost It (feat. Quavo & Offset),"Rich The Kid,Quavo,Offset"
7,0.698,0.59,7,-5.572,0,0.0717,0.234,7.9e-06,0.0601,0.113,69.978,audio_features,0yb28j15yuI99JlYQbSpo2,spotify:track:0yb28j15yuI99JlYQbSpo2,https://api.spotify.com/v1/tracks/0yb28j15yuI99JlYQbSpo2,https://api.spotify.com/v1/audio-analysis/0yb28j15yuI99JlYQbSpo2,167160,4,2019-02-23T02:18:50Z,Watch Me Fall,Lil Xan
8,0.765,0.802,7,-8.125,1,0.279,0.179,3.31e-06,0.459,0.397,115.073,audio_features,2oHxuNlj8cdpqxpum3DWkj,spotify:track:2oHxuNlj8cdpqxpum3DWkj,https://api.spotify.com/v1/tracks/2oHxuNlj8cdpqxpum3DWkj,https://api.spotify.com/v1/audio-analysis/2oHxuNlj8cdpqxpum3DWkj,164212,4,2019-02-23T02:07:38Z,Bedtime Story,GoldLink
9,0.565,0.497,2,-8.859,0,0.0474,0.211,1.63e-05,0.604,0.24,75.017,audio_features,4TUcevHtl39GI8qGqIDpGl,spotify:track:4TUcevHtl39GI8qGqIDpGl,https://api.spotify.com/v1/tracks/4TUcevHtl39GI8qGqIDpGl,https://api.spotify.com/v1/audio-analysis/4TUcevHtl39GI8qGqIDpGl,314743,4,2019-02-23T02:04:44Z,Trapped,Flatbush Zombies
10,0.824,0.543,6,-7.011,0,0.174,0.0411,2.68e-05,0.0908,0.299,156.943,audio_features,4ZOfP8FvP1BW6in6cEXjr6,spotify:track:4ZOfP8FvP1BW6in6cEXjr6,https://api.spotify.com/v1/tracks/4ZOfP8FvP1BW6in6cEXjr6,https://api.spotify.com/v1/audio-analysis/4ZOfP8FvP1BW6in6cEXjr6,188208,4,2019-02-23T01:45:26Z,Reboot (feat. Chance the Rapper & Joey Purp),"KAMI,Smoko Ono,Chance the Rapper,Joey Purp"
11,0.787,0.414,11,-12.025,0,0.592,0.426,0.0,0.0734,0.207,169.965,audio_features,6CN3NTz18oBvg7iC8gVx6M,spotify:track:6CN3NTz18oBvg7iC8gVx6M,https://api.spotify.com/v1/tracks/6CN3NTz18oBvg7iC8gVx6M,https://api.spotify.com/v1/audio-analysis/6CN3NTz18oBvg7iC8gVx6M,124232,4,2019-02-23T01:16:07Z,Wya?,Wifisfuneral
12,0.705,0.417,0,-12.742,1,0.2,0.143,0.033,0.395,0.267,79.001,audio_features,4cSIwCwHBx80sXjBeb9Uw1,spotify:track:4cSIwCwHBx80sXjBeb9Uw1,https://api.spotify.com/v1/tracks/4cSIwCwHBx80sXjBeb9Uw1,https://api.spotify.com/v1/audio-analysis/4cSIwCwHBx80sXjBeb9Uw1,206582,4,2019-02-23T00:28:47Z,Feel It Still - Flatbush Zombies Remix,"Portugal. The Man,Flatbush Zombies"
13,0.694,0.651,8,-10.374,1,0.138,0.00398,7.69e-06,0.369,0.152,112.496,audio_features,1XhLw67ugntZ0BeIBzvimO,spotify:track:1XhLw67ugntZ0BeIBzvimO,https://api.spotify.com/v1/tracks/1XhLw67ugntZ0BeIBzvimO,https://api.spotify.com/v1/audio-analysis/1XhLw67ugntZ0BeIBzvimO,201875,4,2019-02-23T00:25:05Z,Lava (feat. Zombie Juice),"Flatbush Zombies,Zombie Juice"
14,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,audio_features,6gBFPUFcJLzWGx4lenP6h2,spotify:track:6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,243837,4,2019-02-22T23:28:21Z,goosebumps,Travis Scott
15,0.723,0.603,1,-6.167,1,0.178,0.244,1.75e-06,0.283,0.267,124.943,audio_features,5k5204T2JnxOZ3sC05JRiM,spotify:track:5k5204T2JnxOZ3sC05JRiM,https://api.spotify.com/v1/tracks/5k5204T2JnxOZ3sC05JRiM,https://api.spotify.com/v1/audio-analysis/5k5204T2JnxOZ3sC05JRiM,326117,4,2019-02-22T22:47:23Z,Resourceful,Monster Florence
16,0.802,0.272,0,-12.392,0,0.575,0.413,0.0,0.0922,0.567,119.788,audio_features,4VjljwK4lgK2sgfnD7uruj,spotify:track:4VjljwK4lgK2sgfnD7uruj,https://api.spotify.com/v1/tracks/4VjljwK4lgK2sgfnD7uruj,https://api.spotify.com/v1/audio-analysis/4VjljwK4lgK2sgfnD7uruj,149971,4,2019-02-22T22:38:21Z,Never Die,"Jay Taj,Classixs"
17,0.753,0.258,1,-17.471,0,0.177,0.237,2.6e-05,0.115,0.189,140.081,audio_features,1vr3szMJYRqUzJPKfxLH30,spotify:track:1vr3szMJYRqUzJPKfxLH30,https://api.spotify.com/v1/tracks/1vr3szMJYRqUzJPKfxLH30,https://api.spotify.com/v1/audio-analysis/1vr3szMJYRqUzJPKfxLH30,181714,4,2019-02-22T22:32:31Z,Vamp,"Father,Tommy Genesis"
18,0.602,0.761,11,-6.362,1,0.33,0.238,0.0,0.357,0.389,144.989,audio_features,14FRgD7VLNJf9XSukpOsAT,spotify:track:14FRgD7VLNJf9XSukpOsAT,https://api.spotify.com/v1/tracks/14FRgD7VLNJf9XSukpOsAT,https://api.spotify.com/v1/audio-analysis/14FRgD7VLNJf9XSukpOsAT,242498,4,2019-02-22T22:10:17Z,Sick & Tired,Denzel Curry
19,0.66,0.729,6,-5.244,0,0.0529,0.000851,0.00679,0.108,0.439,105.015,audio_features,3mYP2JXlrv2iLyU8GIAszA,spotify:track:3mYP2JXlrv2iLyU8GIAszA,https://api.spotify.com/v1/tracks/3mYP2JXlrv2iLyU8GIAszA,https://api.spotify.com/v1/audio-analysis/3mYP2JXlrv2iLyU8GIAszA,248571,4,2019-02-21T23:59:30Z,Bullseye,KDrew
0,0.554,0.679,3,-6.113,1,0.0958,0.0933,0.00021,0.567,0.561,98.128,audio_features,6fhjET4dhG7dXvhXgr4bcR,spotify:track:6fhjET4dhG7dXvhXgr4bcR,https://api.spotify.com/v1/tracks/6fhjET4dhG7dXvhXgr4bcR,https://api.spotify.com/v1/audio-analysis/6fhjET4dhG7dXvhXgr4bcR,207249,4,2019-02-21T03:27:39Z,Le temps est bon,Bon Entendeur
1,0.661,0.635,10,-7.423,0,0.0645,0.204,0.00114,0.186,0.365,99.972,audio_features,7IfOWyh4jTfkcGVrXKVNq0,spotify:track:7IfOWyh4jTfkcGVrXKVNq0,https://api.spotify.com/v1/tracks/7IfOWyh4jTfkcGVrXKVNq0,https://api.spotify.com/v1/audio-analysis/7IfOWyh4jTfkcGVrXKVNq0,218480,4,2019-02-21T02:50:06Z,Aloha,"Møme,Merryn Jeann"
2,0.624,0.804,7,-8.133,1,0.0428,0.00545,3.32e-06,0.0959,0.724,109.993,audio_features,4gwFVI4Q0VouDHK6Jg3vDT,spotify:track:4gwFVI4Q0VouDHK6Jg3vDT,https://api.spotify.com/v1/tracks/4gwFVI4Q0VouDHK6Jg3vDT,https://api.spotify.com/v1/audio-analysis/4gwFVI4Q0VouDHK6Jg3vDT,187636,4,2019-02-19T23:01:23Z,Wonders,"Broken Back,Klingande"
3,0.822,0.57,2,-6.804,1,0.117,0.26,0.0,0.135,0.558,138.999,audio_features,6ZlJa5vJpvLBOalRVqTvek,spotify:track:6ZlJa5vJpvLBOalRVqTvek,https://api.spotify.com/v1/tracks/6ZlJa5vJpvLBOalRVqTvek,https://api.spotify.com/v1/audio-analysis/6ZlJa5vJpvLBOalRVqTvek,210819,4,2019-02-19T18:29:58Z,Comme tu es (feat. Alonzo),"Jok'air,Alonzo"
4,0.748,0.764,8,-7.867,1,0.0683,0.197,0.857,0.1,0.474,128.0,audio_features,2KhFUhiYZ1iSRtBtUn5sFq,spotify:track:2KhFUhiYZ1iSRtBtUn5sFq,https://api.spotify.com/v1/tracks/2KhFUhiYZ1iSRtBtUn5sFq,https://api.spotify.com/v1/audio-analysis/2KhFUhiYZ1iSRtBtUn5sFq,529240,4,2019-02-19T17:10:55Z,Hard Boiled,Harrison BDP
5,0.783,0.454,4,-8.251,1,0.0489,0.456,0.0,0.155,0.711,111.577,audio_features,4VWbPQUPvLes814r6T11Jz,spotify:track:4VWbPQUPvLes814r6T11Jz,https://api.spotify.com/v1/tracks/4VWbPQUPvLes814r6T11Jz,https://api.spotify.com/v1/audio-analysis/4VWbPQUPvLes814r6T11Jz,157627,4,2019-02-19T02:45:04Z,Les Champs-Elysées,Joe Dassin
6,0.754,0.717,6,-4.66,1,0.058,0.18,1e-05,0.094,0.649,116.016,audio_features,6qmnvTQJ6sZDSiWNWe63Wv,spotify:track:6qmnvTQJ6sZDSiWNWe63Wv,https://api.spotify.com/v1/tracks/6qmnvTQJ6sZDSiWNWe63Wv,https://api.spotify.com/v1/audio-analysis/6qmnvTQJ6sZDSiWNWe63Wv,210680,4,2019-02-19T00:22:15Z,Sober Up,Elephanz
7,0.711,0.466,2,-10.247,1,0.0508,0.367,0.476,0.116,0.475,157.993,audio_features,0Nbgl52I1fn25YImv3M9N8,spotify:track:0Nbgl52I1fn25YImv3M9N8,https://api.spotify.com/v1/tracks/0Nbgl52I1fn25YImv3M9N8,https://api.spotify.com/v1/audio-analysis/0Nbgl52I1fn25YImv3M9N8,199160,4,2019-02-18T23:55:32Z,Bullitt - Bonus Track,Elephanz
8,0.879,0.631,11,-6.423,1,0.0448,0.225,0.00169,0.0879,0.567,120.017,audio_features,1AKx8klb1ODByCjmbkemcU,spotify:track:1AKx8klb1ODByCjmbkemcU,https://api.spotify.com/v1/tracks/1AKx8klb1ODByCjmbkemcU,https://api.spotify.com/v1/audio-analysis/1AKx8klb1ODByCjmbkemcU,220056,4,2019-02-18T22:30:09Z,Tomorrow,"Atili Bandalero,Prendy"
9,0.64,0.609,4,-4.798,1,0.0292,0.0927,0.0,0.125,0.498,101.076,audio_features,6Bw6NXAODvyJiNraHlG91Z,spotify:track:6Bw6NXAODvyJiNraHlG91Z,https://api.spotify.com/v1/tracks/6Bw6NXAODvyJiNraHlG91Z,https://api.spotify.com/v1/audio-analysis/6Bw6NXAODvyJiNraHlG91Z,210613,4,2019-02-15T02:15:55Z,Get Up (feat. Léa Paci) - French Edit,"Diva Faune,Léa Paci"
10,0.676,0.514,6,-8.201,0,0.0432,0.522,0.000167,0.0967,0.301,121.297,audio_features,2bZNwQvu1GQn0DvytrSwUx,spotify:track:2bZNwQvu1GQn0DvytrSwUx,https://api.spotify.com/v1/tracks/2bZNwQvu1GQn0DvytrSwUx,https://api.spotify.com/v1/audio-analysis/2bZNwQvu1GQn0DvytrSwUx,245747,4,2019-02-14T23:14:12Z,The Catcher in the Rye,Elephanz
11,0.753,0.603,6,-10.575,0,0.0562,0.0151,0.289,0.201,0.283,120.945,audio_features,4EiFNAZhXBg0V1nVnLSQ6x,spotify:track:4EiFNAZhXBg0V1nVnLSQ6x,https://api.spotify.com/v1/tracks/4EiFNAZhXBg0V1nVnLSQ6x,https://api.spotify.com/v1/audio-analysis/4EiFNAZhXBg0V1nVnLSQ6x,194179,4,2019-02-14T06:57:45Z,All My Friends,Seth XVI
12,0.699,0.819,5,-4.42,0,0.0446,0.0188,0.0,0.344,0.797,102.341,audio_features,0l2ACXP9Hqr5tbxYmkrykl,spotify:track:0l2ACXP9Hqr5tbxYmkrykl,https://api.spotify.com/v1/tracks/0l2ACXP9Hqr5tbxYmkrykl,https://api.spotify.com/v1/audio-analysis/0l2ACXP9Hqr5tbxYmkrykl,180707,4,2019-02-14T06:56:03Z,Maryland,"Elephanz,Eugénie"
13,0.705,0.584,5,-8.748,0,0.0646,0.0043,0.000291,0.154,0.327,97.988,audio_features,6HuvDg09TQRVpFEHeJAyn8,spotify:track:6HuvDg09TQRVpFEHeJAyn8,https://api.spotify.com/v1/tracks/6HuvDg09TQRVpFEHeJAyn8,https://api.spotify.com/v1/audio-analysis/6HuvDg09TQRVpFEHeJAyn8,270400,4,2019-02-14T05:41:55Z,Remember Your Name (feat. Timothy Auld & Ana Zimmer),"Feder,Ana Zimmer,Timothy Auld"
14,0.722,0.689,3,-6.001,0,0.028,0.0234,0.00118,0.2,0.352,119.984,audio_features,5faMnd4SDjY9kFP4VpSPLi,spotify:track:5faMnd4SDjY9kFP4VpSPLi,https://api.spotify.com/v1/tracks/5faMnd4SDjY9kFP4VpSPLi,https://api.spotify.com/v1/audio-analysis/5faMnd4SDjY9kFP4VpSPLi,183627,4,2019-02-13T21:06:23Z,Breathe,Feder
15,0.596,0.816,6,-3.127,0,0.259,0.215,0.0,0.123,0.844,84.175,audio_features,5BQRWjXBVORMJc67Y4ifto,spotify:track:5BQRWjXBVORMJc67Y4ifto,https://api.spotify.com/v1/tracks/5BQRWjXBVORMJc67Y4ifto,https://api.spotify.com/v1/audio-analysis/5BQRWjXBVORMJc67Y4ifto,246787,4,2019-02-11T08:40:19Z,Tough Life,Junior Kelly
16,0.672,0.839,0,-5.034,0,0.114,0.0674,0.0,0.114,0.917,153.37,audio_features,6D4eMFcg3DquhNOQsNanQk,spotify:track:6D4eMFcg3DquhNOQsNanQk,https://api.spotify.com/v1/tracks/6D4eMFcg3DquhNOQsNanQk,https://api.spotify.com/v1/audio-analysis/6D4eMFcg3DquhNOQsNanQk,246453,4,2019-02-10T04:02:48Z,That Day Will Come,Capleton
17,0.657,0.746,0,-5.35,0,0.109,0.111,0.0,0.304,0.622,84.492,audio_features,0biin7FQFOCh3prxx7sx4k,spotify:track:0biin7FQFOCh3prxx7sx4k,https://api.spotify.com/v1/tracks/0biin7FQFOCh3prxx7sx4k,https://api.spotify.com/v1/audio-analysis/0biin7FQFOCh3prxx7sx4k,234773,4,2019-02-09T02:54:10Z,Bonafide Love (feat. Wayne Wonder),"Buju Banton,Wayne Wonder"
18,0.835,0.463,8,-11.402,1,0.105,0.611,0.0,0.102,0.902,130.143,audio_features,050rJwhU6gjuy9DO8r9PRz,spotify:track:050rJwhU6gjuy9DO8r9PRz,https://api.spotify.com/v1/tracks/050rJwhU6gjuy9DO8r9PRz,https://api.spotify.com/v1/audio-analysis/050rJwhU6gjuy9DO8r9PRz,273427,4,2019-02-08T23:49:51Z,Untold Stories,Buju Banton
19,0.687,0.544,3,-8.642,1,0.162,0.477,0.0,0.0937,0.742,72.082,audio_features,2H4M3lyO2rJFQw33idCk1X,spotify:track:2H4M3lyO2rJFQw33idCk1X,https://api.spotify.com/v1/tracks/2H4M3lyO2rJFQw33idCk1X,https://api.spotify.com/v1/audio-analysis/2H4M3lyO2rJFQw33idCk1X,273040,4,2019-02-08T22:12:45Z,Hills And Valleys,Buju Banton
0,0.621,0.856,6,-5.94,0,0.0491,0.00101,9.91e-05,0.125,0.608,89.997,audio_features,2qw8228BQmmg6DNjWCoZxS,spotify:track:2qw8228BQmmg6DNjWCoZxS,https://api.spotify.com/v1/tracks/2qw8228BQmmg6DNjWCoZxS,https://api.spotify.com/v1/audio-analysis/2qw8228BQmmg6DNjWCoZxS,235323,4,2019-02-07T23:16:50Z,Erinnerung,Cro
1,0.612,0.585,1,-7.792,0,0.0598,0.382,0.0,0.111,0.267,132.962,audio_features,6npyDB4mn8MO1A1h666FTk,spotify:track:6npyDB4mn8MO1A1h666FTk,https://api.spotify.com/v1/tracks/6npyDB4mn8MO1A1h666FTk,https://api.spotify.com/v1/audio-analysis/6npyDB4mn8MO1A1h666FTk,286093,4,2019-02-07T03:21:18Z,Bambina,PNL
2,0.802,0.341,7,-8.56,1,0.488,0.169,0.0,0.0783,0.849,166.01,audio_features,0rRboI6IRuGx56Dq3UdYY4,spotify:track:0rRboI6IRuGx56Dq3UdYY4,https://api.spotify.com/v1/tracks/0rRboI6IRuGx56Dq3UdYY4,https://api.spotify.com/v1/audio-analysis/0rRboI6IRuGx56Dq3UdYY4,197760,4,2019-02-07T02:53:46Z,Because I Got High,Afroman
3,0.834,0.7,11,-5.808,0,0.107,0.337,0.000313,0.126,0.699,149.995,audio_features,433AKbYSnGhPS5c3PlsYrf,spotify:track:433AKbYSnGhPS5c3PlsYrf,https://api.spotify.com/v1/tracks/433AKbYSnGhPS5c3PlsYrf,https://api.spotify.com/v1/audio-analysis/433AKbYSnGhPS5c3PlsYrf,276840,4,2019-02-07T02:45:27Z,Balade brésilienne,"Gaël Faye,Flavia Coelho"
4,0.546,0.706,3,-3.145,1,0.032,0.269,0.000233,0.25,0.21,129.984,audio_features,6RhAXV79QgksxdzeM2DsPj,spotify:track:6RhAXV79QgksxdzeM2DsPj,https://api.spotify.com/v1/tracks/6RhAXV79QgksxdzeM2DsPj,https://api.spotify.com/v1/audio-analysis/6RhAXV79QgksxdzeM2DsPj,185077,4,2019-02-06T22:10:21Z,With Me,Andromedik
5,0.729,0.844,5,-8.824,1,0.0344,0.149,2.87e-06,0.0604,0.777,131.459,audio_features,7HW5WIw7ZgZORCzUxv5gW5,spotify:track:7HW5WIw7ZgZORCzUxv5gW5,https://api.spotify.com/v1/tracks/7HW5WIw7ZgZORCzUxv5gW5,https://api.spotify.com/v1/audio-analysis/7HW5WIw7ZgZORCzUxv5gW5,275440,4,2019-02-06T08:07:18Z,Don't Go Breaking My Heart,"Elton John,Kiki Dee"
6,0.573,0.755,3,-5.549,1,0.0648,0.0302,0.000317,0.441,0.154,171.952,audio_features,4balB4R4CuMhiOtXjNudwl,spotify:track:4balB4R4CuMhiOtXjNudwl,https://api.spotify.com/v1/tracks/4balB4R4CuMhiOtXjNudwl,https://api.spotify.com/v1/audio-analysis/4balB4R4CuMhiOtXjNudwl,274884,4,2019-02-06T08:02:33Z,While We're Young,"Aruna,FKA"
7,0.494,0.874,7,-2.801,1,0.0504,0.00215,0.00152,0.0886,0.221,174.027,audio_features,1ZbxcyBcUvkdCwBMLVnWhL,spotify:track:1ZbxcyBcUvkdCwBMLVnWhL,https://api.spotify.com/v1/tracks/1ZbxcyBcUvkdCwBMLVnWhL,https://api.spotify.com/v1/audio-analysis/1ZbxcyBcUvkdCwBMLVnWhL,259310,4,2019-02-06T07:56:20Z,Your Eyes,Andromedik
8,0.628,0.553,2,-7.405,0,0.193,0.0364,0.0,0.134,0.431,127.632,audio_features,3bMLE8ZU3nXi5HU3Ms4x9i,spotify:track:3bMLE8ZU3nXi5HU3Ms4x9i,https://api.spotify.com/v1/tracks/3bMLE8ZU3nXi5HU3Ms4x9i,https://api.spotify.com/v1/audio-analysis/3bMLE8ZU3nXi5HU3Ms4x9i,227000,4,2019-02-05T19:41:01Z,Jok'Rambo,Jok'air
9,0.675,0.659,8,-6.035,1,0.164,0.0165,0.0,0.0994,0.209,149.88,audio_features,6p6gXZIxhuVBCvCZa3l7oX,spotify:track:6p6gXZIxhuVBCvCZa3l7oX,https://api.spotify.com/v1/tracks/6p6gXZIxhuVBCvCZa3l7oX,https://api.spotify.com/v1/audio-analysis/6p6gXZIxhuVBCvCZa3l7oX,225600,4,2019-02-05T19:41:01Z,Mon survet,Jok'air
10,0.661,0.501,2,-8.231,1,0.0367,0.00937,4.22e-05,0.133,0.155,120.036,audio_features,5hO0ub95v9LUSlxoXic5II,spotify:track:5hO0ub95v9LUSlxoXic5II,https://api.spotify.com/v1/tracks/5hO0ub95v9LUSlxoXic5II,https://api.spotify.com/v1/audio-analysis/5hO0ub95v9LUSlxoXic5II,200000,4,2019-02-05T19:41:01Z,La voix du bloc,Jok'air
11,0.691,0.493,7,-9.635,0,0.0694,0.366,0.0,0.588,0.568,120.02,audio_features,28Y4EFqBqiGLjUDSLgvU2k,spotify:track:28Y4EFqBqiGLjUDSLgvU2k,https://api.spotify.com/v1/tracks/28Y4EFqBqiGLjUDSLgvU2k,https://api.spotify.com/v1/audio-analysis/28Y4EFqBqiGLjUDSLgvU2k,251373,4,2019-02-05T19:41:01Z,Téléphone,Jok'air
12,0.793,0.579,0,-6.994,1,0.144,0.0568,5.55e-05,0.0894,0.322,149.994,audio_features,6aPUjXyt8Xy7SQ5EM5DqEF,spotify:track:6aPUjXyt8Xy7SQ5EM5DqEF,https://api.spotify.com/v1/tracks/6aPUjXyt8Xy7SQ5EM5DqEF,https://api.spotify.com/v1/audio-analysis/6aPUjXyt8Xy7SQ5EM5DqEF,220000,4,2019-02-05T19:41:01Z,Le club brûle (feat. Chich & R.O.C GANG),"Jok'air,Chich,R.O.C Gang"
13,0.669,0.576,1,-9.797,1,0.0834,0.688,5.44e-06,0.125,0.559,120.16,audio_features,5OmbyjvyNOzfEQAVPTmmwr,spotify:track:5OmbyjvyNOzfEQAVPTmmwr,https://api.spotify.com/v1/tracks/5OmbyjvyNOzfEQAVPTmmwr,https://api.spotify.com/v1/audio-analysis/5OmbyjvyNOzfEQAVPTmmwr,221880,4,2019-02-05T19:41:01Z,TSN,Jok'air
14,0.754,0.444,1,-10.565,1,0.138,0.486,0.0,0.133,0.442,135.118,audio_features,7qewpT3l72PNGlnCtTQM3U,spotify:track:7qewpT3l72PNGlnCtTQM3U,https://api.spotify.com/v1/tracks/7qewpT3l72PNGlnCtTQM3U,https://api.spotify.com/v1/audio-analysis/7qewpT3l72PNGlnCtTQM3U,304387,4,2019-02-05T19:41:01Z,Au secours,Jok'air
15,0.687,0.531,2,-9.855,1,0.0558,0.415,0.00424,0.097,0.145,111.924,audio_features,49tkHbOqZ3AkcAFDIbUQmL,spotify:track:49tkHbOqZ3AkcAFDIbUQmL,https://api.spotify.com/v1/tracks/49tkHbOqZ3AkcAFDIbUQmL,https://api.spotify.com/v1/audio-analysis/49tkHbOqZ3AkcAFDIbUQmL,224853,4,2019-02-05T07:37:38Z,Maintenant,Jok'air
16,0.758,0.549,9,-8.017,0,0.0376,0.0443,0.0732,0.112,0.164,95.992,audio_features,0lczfo2O6U5silNXRrBfqa,spotify:track:0lczfo2O6U5silNXRrBfqa,https://api.spotify.com/v1/tracks/0lczfo2O6U5silNXRrBfqa,https://api.spotify.com/v1/audio-analysis/0lczfo2O6U5silNXRrBfqa,212693,4,2019-02-02T02:34:00Z,Silver,"Fakear,Rae Morris"
17,0.497,0.701,5,-10.329,1,0.0461,0.00635,0.824,0.123,0.275,198.075,audio_features,5w4VqIS62mf41CwtHevJGh,spotify:track:5w4VqIS62mf41CwtHevJGh,https://api.spotify.com/v1/tracks/5w4VqIS62mf41CwtHevJGh,https://api.spotify.com/v1/audio-analysis/5w4VqIS62mf41CwtHevJGh,270757,4,2019-02-02T02:28:02Z,My Own Sun,Fakear
18,0.618,0.545,0,-7.111,1,0.0455,0.0874,0.0,0.13,0.197,86.006,audio_features,08VinCa6iJ9bz9Eoi26qw8,spotify:track:08VinCa6iJ9bz9Eoi26qw8,https://api.spotify.com/v1/tracks/08VinCa6iJ9bz9Eoi26qw8,https://api.spotify.com/v1/audio-analysis/08VinCa6iJ9bz9Eoi26qw8,218360,4,2019-02-02T00:35:47Z,Something Wonderful,"Fakear,Ana Zimmer"
19,0.476,0.78,9,-5.073,0,0.0565,0.0769,0.00254,0.0925,0.363,111.979,audio_features,0yyTRUjhNrq1dhwwzhfnF8,spotify:track:0yyTRUjhNrq1dhwwzhfnF8,https://api.spotify.com/v1/tracks/0yyTRUjhNrq1dhwwzhfnF8,https://api.spotify.com/v1/audio-analysis/0yyTRUjhNrq1dhwwzhfnF8,246467,4,2019-02-01T19:50:44Z,Give Me A Sign,"Fakear,Dana Williams"
0,0.718,0.686,0,-5.0,1,0.0357,0.0822,0.000972,0.34,0.306,102.98,audio_features,5wL7QN2f19UEC6gx2tzGr4,spotify:track:5wL7QN2f19UEC6gx2tzGr4,https://api.spotify.com/v1/tracks/5wL7QN2f19UEC6gx2tzGr4,https://api.spotify.com/v1/audio-analysis/5wL7QN2f19UEC6gx2tzGr4,174267,4,2019-02-01T00:27:11Z,Lost In Time - Radio Edit,"Fakear,Polo & Pan,Noraa,Clement Bazin"
1,0.702,0.593,11,-8.339,1,0.0532,0.526,1.09e-05,0.112,0.522,145.039,audio_features,3iBOe7U7kRPNIoL3QLCVu2,spotify:track:3iBOe7U7kRPNIoL3QLCVu2,https://api.spotify.com/v1/tracks/3iBOe7U7kRPNIoL3QLCVu2,https://api.spotify.com/v1/audio-analysis/3iBOe7U7kRPNIoL3QLCVu2,201907,4,2019-01-31T03:09:24Z,La thune,Angèle
2,0.701,0.4,10,-10.134,0,0.357,0.765,1.49e-06,0.105,0.272,91.995,audio_features,6CRn2SOULrzIuqll4nH2lG,spotify:track:6CRn2SOULrzIuqll4nH2lG,https://api.spotify.com/v1/tracks/6CRn2SOULrzIuqll4nH2lG,https://api.spotify.com/v1/audio-analysis/6CRn2SOULrzIuqll4nH2lG,202693,4,2019-01-30T18:57:30Z,Victime des réseaux,Angèle
3,0.466,0.951,9,-4.217,0,0.0813,0.00745,0.00624,0.115,0.164,174.096,audio_features,11ykyOH7FJWqreBGIu6pr1,spotify:track:11ykyOH7FJWqreBGIu6pr1,https://api.spotify.com/v1/tracks/11ykyOH7FJWqreBGIu6pr1,https://api.spotify.com/v1/audio-analysis/11ykyOH7FJWqreBGIu6pr1,226407,4,2019-01-30T17:08:53Z,Say To Me,"T and Sugah,NCT"
